id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,venue
665,2023,Delhi,2021-10-26,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,8,M Chinnaswamy Stadium
666,2022,Delhi,2021-10-27,Chennai Super Kings,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,36,0,Eden Gardens
667,2021,Mumbai,2021-10-28,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,11,9,Wankhede Stadium
668,2022,Chennai,2021-10-29,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,81,1,Eden Gardens
669,2021,Mumbai,2021-10-30,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,8,9,M Chinnaswamy Stadium
670,2024,Delhi,2021-10-31,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,Mumbai Indians,54,2,Wankhede Stadium
671,2020,Kolkata,2021-11-01,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,38,8,M Chinnaswamy Stadium
672,2022,Mumbai,2021-11-02,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,73,5,Eden Gardens
673,2023,Chennai,2021-11-03,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,66,1,Wankhede Stadium
674,2024,Delhi,2021-11-04,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Mumbai Indians,99,3,Eden Gardens
675,2021,Kolkata,2021-11-05,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Mumbai Indians,24,9,Wankhede Stadium
676,2022,Kolkata,2021-11-06,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,33,7,MA Chidambaram Stadium
677,2024,Delhi,2021-11-07,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,66,8,Wankhede Stadium
678,2021,Chennai,2021-11-08,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,91,3,Eden Gardens
679,2021,Delhi,2021-11-09,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,37,7,Wankhede Stadium
680,2021,Hyderabad,2021-11-10,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Chennai Super Kings,83,0,MA Chidambaram Stadium
681,2020,Kolkata,2021-11-11,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,37,6,Eden Gardens
682,2020,Chennai,2021-11-12,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,field,tie,0,Chennai Super Kings,15,8,Eden Gardens
683,2020,Delhi,2021-11-13,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,3,0,Eden Gardens
684,2023,Hyderabad,2021-11-14,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,68,2,MA Chidambaram Stadium
685,2024,Jaipur,2021-11-15,Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Kolkata Knight Riders,31,4,M Chinnaswamy Stadium
686,2023,Kolkata,2021-11-16,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,bat,tie,1,Chennai Super Kings,29,8,Eden Gardens
687,2022,Kolkata,2021-11-17,Chennai Super Kings,Sunrisers Hyderabad,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,95,3,M Chinnaswamy Stadium
688,2024,Mumbai,2021-11-18,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,tie,1,Mumbai Indians,3,1,M Chinnaswamy Stadium
689,2020,Bangalore,2021-11-19,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,field,normal,0,Mumbai Indians,47,7,Eden Gardens
690,2023,Mohali,2021-11-20,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,26,4,MA Chidambaram Stadium
691,2022,Jaipur,2021-11-21,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,49,6,MA Chidambaram Stadium
692,2021,Kolkata,2021-11-22,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,tie,0,Royal Challengers Bangalore,53,3,Wankhede Stadium
693,2022,Hyderabad,2021-11-23,Kolkata Knight Riders,Delhi Capitals,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,6,Eden Gardens
694,2023,Chennai,2021-11-24,Kolkata Knight Riders,Punjab Kings,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,46,6,Eden Gardens
695,2022,Bangalore,2021-11-25,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,bat,tie,1,Mumbai Indians,84,3,MA Chidambaram Stadium
696,2022,Chennai,2021-11-26,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,bat,tie,0,Chennai Super Kings,28,0,Wankhede Stadium
697,2022,Kolkata,2021-11-27,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,44,5,Wankhede Stadium
698,2022,Chennai,2021-11-28,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,tie,0,Mumbai Indians,37,9,MA Chidambaram Stadium
699,2021,Jaipur,2021-11-29,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,85,5,M Chinnaswamy Stadium
700,2024,Hyderabad,2021-11-30,Chennai Super Kings,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,93,3,M Chinnaswamy Stadium
701,2020,Jaipur,2021-12-01,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,87,2,M Chinnaswamy Stadium
702,2023,Jaipur,2021-12-02,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Mumbai Indians,47,8,Wankhede Stadium
703,2020,Mohali,2021-12-03,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,23,2,M Chinnaswamy Stadium
704,2024,Mohali,2021-12-04,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,55,1,Wankhede Stadium
705,2023,Bangalore,2021-12-05,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,7,7,Wankhede Stadium
706,2022,Chennai,2021-12-06,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,96,1,MA Chidambaram Stadium
707,2023,Hyderabad,2021-12-07,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,25,2,Wankhede Stadium
708,2023,Chennai,2021-12-08,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,66,7,MA Chidambaram Stadium
709,2020,Mumbai,2021-12-09,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,49,7,Eden Gardens
710,2024,Delhi,2021-12-10,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,68,2,MA Chidambaram Stadium
711,2020,Kolkata,2021-12-11,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,tie,1,Mumbai Indians,10,8,Wankhede Stadium
712,2021,Jaipur,2021-12-12,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,35,8,MA Chidambaram Stadium
713,2022,Hyderabad,2021-12-13,Mumbai Indians,Delhi Capitals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,13,9,Wankhede Stadium
714,2020,Bangalore,2021-12-14,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,11,9,M Chinnaswamy Stadium
715,2021,Hyderabad,2021-12-15,Mumbai Indians,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,27,3,MA Chidambaram Stadium
716,2024,Mumbai,2021-12-16,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,72,1,Eden Gardens
717,2021,Mohali,2021-12-17,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,24,8,Eden Gardens
718,2024,Kolkata,2021-12-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,tie,0,Chennai Super Kings,80,4,Eden Gardens
719,2022,Hyderabad,2021-12-19,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Kolkata Knight Riders,12,9,M Chinnaswamy Stadium
720,2023,Bangalore,2021-12-20,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,8,4,MA Chidambaram Stadium
721,2020,Delhi,2021-12-21,Chennai Super Kings,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,75,5,MA Chidambaram Stadium
722,2023,Mumbai,2021-12-22,Royal Challengers Bangalore,Rajasthan Royals,Mumbai Indians,bat,tie,0,Kolkata Knight Riders,63,7,MA Chidambaram Stadium
723,2022,Delhi,2021-12-23,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,35,0,Eden Gardens
724,2020,Hyderabad,2021-12-24,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,10,1,MA Chidambaram Stadium
725,2024,Chennai,2021-12-25,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,30,4,Wankhede Stadium
726,2022,Chennai,2021-12-26,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,91,9,MA Chidambaram Stadium
727,2021,Mumbai,2021-12-27,Mumbai Indians,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,42,9,M Chinnaswamy Stadium
728,2020,Bangalore,2021-12-28,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,1,Mumbai Indians,95,3,MA Chidambaram Stadium
729,2021,Mohali,2021-12-29,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,20,0,Eden Gardens
730,2024,Mohali,2021-12-30,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,63,2,Wankhede Stadium
731,2024,Chennai,2021-12-31,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,3,6,MA Chidambaram Stadium
732,2023,Hyderabad,2022-01-01,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,13,7,M Chinnaswamy Stadium
733,2023,Bangalore,2022-01-02,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,tie,0,Royal Challengers Bangalore,61,1,M Chinnaswamy Stadium
734,2021,Hyderabad,2022-01-03,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,61,7,Wankhede Stadium
735,2021,Mumbai,2022-01-04,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,tie,0,Royal Challengers Bangalore,37,3,M Chinnaswamy Stadium
736,2020,Mohali,2022-01-05,Kolkata Knight Riders,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,7,7,MA Chidambaram Stadium
737,2022,Kolkata,2022-01-06,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,83,2,Eden Gardens
738,2022,Bangalore,2022-01-07,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,field,tie,1,Kolkata Knight Riders,62,8,Wankhede Stadium
739,2020,Hyderabad,2022-01-08,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,14,6,MA Chidambaram Stadium
740,2024,Mumbai,2022-01-09,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Kolkata Knight Riders,51,2,Eden Gardens
741,2023,Delhi,2022-01-10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,28,0,Wankhede Stadium
742,2022,Mumbai,2022-01-11,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,18,0,M Chinnaswamy Stadium
743,2021,Delhi,2022-01-12,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,97,4,M Chinnaswamy Stadium
744,2023,Chennai,2022-01-13,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,tie,1,Mumbai Indians,36,0,Wankhede Stadium
745,2022,Mumbai,2022-01-14,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,49,3,Wankhede Stadium
746,2022,Delhi,2022-01-15,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,6,5,Eden Gardens
747,2023,Mohali,2022-01-16,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,48,3,M Chinnaswamy Stadium
748,2021,Kolkata,2022-01-17,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,tie,0,Chennai Super Kings,86,3,M Chinnaswamy Stadium
749,2020,Bangalore,2022-01-18,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,58,0,Wankhede Stadium
750,2022,Delhi,2022-01-19,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,60,9,Wankhede Stadium
751,2021,Chennai,2022-01-20,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Mumbai Indians,28,8,Wankhede Stadium
752,2021,Bangalore,2022-01-21,Kolkata Knight Riders,Punjab Kings,Mumbai Indians,field,tie,1,Royal Challengers Bangalore,38,4,MA Chidambaram Stadium
753,2022,Jaipur,2022-01-22,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,field,normal,1,Royal Challengers Bangalore,76,5,Wankhede Stadium
754,2024,Mumbai,2022-01-23,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Mumbai Indians,74,6,Wankhede Stadium
755,2024,Bangalore,2022-01-24,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,13,4,Wankhede Stadium
756,2022,Mumbai,2022-01-25,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,bat,tie,0,Mumbai Indians,62,2,MA Chidambaram Stadium
757,2023,Kolkata,2022-01-26,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,19,2,M Chinnaswamy Stadium
758,2021,Mohali,2022-01-27,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,65,0,Wankhede Stadium
759,2022,Mohali,2022-01-28,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,84,0,Eden Gardens
760,2023,Bangalore,2022-01-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai Indians,field,tie,1,Chennai Super Kings,40,6,M Chinnaswamy Stadium
761,2020,Bangalore,2022-01-30,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,bat,tie,0,Kolkata Knight Riders,50,0,Wankhede Stadium
762,2023,Kolkata,2022-01-31,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,75,3,Eden Gardens
763,2023,Mumbai,2022-02-01,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,field,tie,0,Chennai Super Kings,83,0,M Chinnaswamy Stadium
764,2021,Delhi,2022-02-02,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,bat,tie,0,Chennai Super Kings,97,1,M Chinnaswamy Stadium
765,2024,Chennai,2022-02-03,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,86,0,Eden Gardens
766,2023,Hyderabad,2022-02-04,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,field,tie,0,Chennai Super Kings,71,1,Eden Gardens
767,2020,Kolkata,2022-02-05,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,17,7,M Chinnaswamy Stadium
768,2021,Mumbai,2022-02-06,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,47,3,M Chinnaswamy Stadium
769,2020,Jaipur,2022-02-07,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,2,6,MA Chidambaram Stadium
770,2020,Jaipur,2022-02-08,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,87,1,Eden Gardens
771,2021,Kolkata,2022-02-09,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,field,tie,0,Mumbai Indians,89,2,MA Chidambaram Stadium
772,2024,Kolkata,2022-02-10,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,tie,0,Mumbai Indians,81,5,Wankhede Stadium
773,2023,Chennai,2022-02-11,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,3,0,Eden Gardens
774,2023,Kolkata,2022-02-12,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,56,9,Eden Gardens
775,2023,Kolkata,2022-02-13,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Mumbai Indians,60,0,M Chinnaswamy Stadium
776,2023,Hyderabad,2022-02-14,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Mumbai Indians,51,9,Wankhede Stadium
777,2023,Delhi,2022-02-15,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,tie,0,Chennai Super Kings,92,6,Eden Gardens
778,2020,Jaipur,2022-02-16,Royal Challengers Bangalore,Punjab Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,92,7,MA Chidambaram Stadium
779,2023,Chennai,2022-02-17,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,63,5,MA Chidambaram Stadium
780,2021,Bangalore,2022-02-18,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,field,tie,0,Mumbai Indians,12,9,Wankhede Stadium
781,2021,Kolkata,2022-02-19,Royal Challengers Bangalore,Rajasthan Royals,Mumbai Indians,bat,tie,0,Mumbai Indians,84,3,Eden Gardens
782,2024,Kolkata,2022-02-20,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,61,9,MA Chidambaram Stadium
783,2022,Mumbai,2022-02-21,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,tie,0,Kolkata Knight Riders,41,4,M Chinnaswamy Stadium
784,2021,Hyderabad,2022-02-22,Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,24,0,MA Chidambaram Stadium
785,2023,Chennai,2022-02-23,Chennai Super Kings,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,12,9,Eden Gardens
786,2020,Delhi,2022-02-24,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,field,tie,0,Mumbai Indians,38,2,Wankhede Stadium
787,2020,Bangalore,2022-02-25,Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Mumbai Indians,44,5,M Chinnaswamy Stadium
788,2020,Chennai,2022-02-26,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,tie,0,Kolkata Knight Riders,96,2,M Chinnaswamy Stadium
789,2022,Mohali,2022-02-27,Mumbai Indians,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,22,3,Eden Gardens
790,2020,Chennai,2022-02-28,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,67,2,Wankhede Stadium
791,2020,Jaipur,2022-03-01,Kolkata Knight Riders,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,4,8,Wankhede Stadium
792,2020,Mumbai,2022-03-02,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,31,3,Eden Gardens
793,2020,Hyderabad,2022-03-03,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,64,0,Eden Gardens
794,2023,Hyderabad,2022-03-04,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,field,normal,0,Mumbai Indians,66,6,Eden Gardens
795,2022,Mohali,2022-03-05,Royal Challengers Bangalore,Delhi Capitals,Mumbai Indians,field,tie,0,Kolkata Knight Riders,87,3,Wankhede Stadium
796,2020,Kolkata,2022-03-06,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Chennai Super Kings,4,1,Eden Gardens
797,2024,Kolkata,2022-03-07,Royal Challengers Bangalore,Punjab Kings,Chennai Super Kings,bat,tie,0,Royal Challengers Bangalore,29,1,M Chinnaswamy Stadium
798,2024,Bangalore,2022-03-08,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,bat,tie,0,Kolkata Knight Riders,91,6,M Chinnaswamy Stadium
799,2023,Jaipur,2022-03-09,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Mumbai Indians,63,1,MA Chidambaram Stadium
800,2020,Mumbai,2022-03-10,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,tie,0,Kolkata Knight Riders,92,5,MA Chidambaram Stadium
801,2023,Hyderabad,2022-03-11,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,bat,tie,0,Royal Challengers Bangalore,73,4,MA Chidambaram Stadium
802,2021,Hyderabad,2022-03-12,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,field,tie,0,Mumbai Indians,64,8,Eden Gardens
803,2020,Hyderabad,2022-03-13,Kolkata Knight Riders,Punjab Kings,Mumbai Indians,bat,tie,0,Kolkata Knight Riders,58,3,Wankhede Stadium
804,2021,Mumbai,2022-03-14,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,6,Eden Gardens
805,2022,Delhi,2022-03-15,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,29,2,Eden Gardens
806,2022,Chennai,2022-03-16,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Mumbai Indians,26,7,Eden Gardens
807,2024,Jaipur,2022-03-17,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,60,0,M Chinnaswamy Stadium
808,2024,Delhi,2022-03-18,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,86,5,M Chinnaswamy Stadium
809,2024,Hyderabad,2022-03-19,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,27,1,MA Chidambaram Stadium
810,2023,Bangalore,2022-03-20,Royal Challengers Bangalore,Delhi Capitals,Mumbai Indians,field,normal,0,Kolkata Knight Riders,58,9,Wankhede Stadium
811,2024,Bangalore,2022-03-21,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,tie,1,Kolkata Knight Riders,37,2,MA Chidambaram Stadium
812,2023,Mumbai,2022-03-22,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,field,tie,0,Kolkata Knight Riders,8,5,Wankhede Stadium
813,2020,Delhi,2022-03-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,87,6,Eden Gardens
814,2022,Bangalore,2022-03-24,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,76,1,M Chinnaswamy Stadium
815,2024,Mohali,2022-03-25,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,33,7,Eden Gardens
816,2024,Mumbai,2022-03-26,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,1,4,Wankhede Stadium
817,2022,Chennai,2022-03-27,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,12,5,M Chinnaswamy Stadium
818,2023,Mumbai,2022-03-28,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,field,tie,0,Chennai Super Kings,82,6,Eden Gardens
819,2023,Delhi,2022-03-29,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,55,3,M Chinnaswamy Stadium
820,2021,Kolkata,2022-03-30,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Kolkata Knight Riders,4,3,MA Chidambaram Stadium
821,2023,Mohali,2022-03-31,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,field,normal,0,Chennai Super Kings,61,1,Eden Gardens
822,2022,Chennai,2022-04-01,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,28,4,Eden Gardens
823,2020,Delhi,2022-04-02,Royal Challengers Bangalore,Delhi Capitals,Mumbai Indians,field,tie,1,Chennai Super Kings,61,4,M Chinnaswamy Stadium
824,2020,Kolkata,2022-04-03,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Royal Challengers Bangalore,87,0,M Chinnaswamy Stadium
825,2022,Jaipur,2022-04-04,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,64,3,Eden Gardens
826,2020,Chennai,2022-04-05,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,50,8,M Chinnaswamy Stadium
827,2023,Delhi,2022-04-06,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,58,0,Eden Gardens
828,2023,Bangalore,2022-04-07,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,96,2,MA Chidambaram Stadium
829,2023,Mumbai,2022-04-08,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,tie,0,Royal Challengers Bangalore,10,8,M Chinnaswamy Stadium
830,2022,Mohali,2022-04-09,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,79,7,M Chinnaswamy Stadium
831,2020,Chennai,2022-04-10,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,field,tie,0,Chennai Super Kings,78,3,Wankhede Stadium
